,x_0,x_1,x_2,x_3,y,cons_0,cons_1,cons_2,cons_3,cons_4,cons_5,cons_6,cons_7,cons_8,cons_9,cons_10,cons_11,cons_12
0,1.234383270585238,0.5404040217399085,8.871209887085325,0.8513321571696115,1000.0,-0.3830511134156265,22477.43776745083,454086.6784599397,2331.638790566454,0.20085259341401207,1.109383270585238,0.765616729414762,0.44040402173990856,9.459595978260092,8.771209887085325,1.1287901129146753,0.7513321571696115,1.1486678428303885
1,1.6981997346243816,7.760340583251081,7.0020623728314835,0.6042912579135072,1000.0,-1.0939084767108742,12988.904807426243,133019.30125375104,12852.313222818164,0.13886084474185145,1.5731997346243816,0.30180026537561844,7.660340583251081,2.2396594167489194,6.902062372831484,2.9979376271685165,0.5042912579135073,1.3957087420864926
2,0.7548749961212641,7.9526740813899846,3.5205724976244848,0.2898717596983844,1000.0,-0.46500323642287966,-110280.73914126935,2660.35491735102,11543.090772228825,-0.666500829056293,0.6298749961212641,1.2451250038787358,7.852674081389985,2.0473259186100154,3.4205724976244847,6.479427502375515,0.1898717596983844,1.7101282403016156
3,1.486408027124899,0.011952414635821973,0.03216208838706813,0.3420361088586186,1000.0,-1.1443719182662804,-1424495071.3179746,-5855.808628445251,-2203634.360037289,-9306.647132610766,1.361408027124899,0.513591972875101,-0.08804758536417803,9.988047585364178,-0.06783791161293187,9.967837911612932,0.24203610885861862,1.6579638911413814
4,0.4948309348059396,7.169163771124729,3.288774000549718,1.7188027652213504,7.696273635242193,1.2239718304154108,2889.568389168562,1692875.259644673,9905.612408370664,0.07287851347590127,0.3698309348059396,1.5051690651940604,7.069163771124729,2.8308362288752713,3.188774000549718,6.711225999450281,1.6188027652213504,0.28119723477864955
5,1.5243061182347695,10.369082189121785,8.560674065691478,0.38304881070176106,1000.0,-1.1412573075330084,12046.030064265273,34914.839600581785,13020.508485025624,0.1327007297531998,1.3993061182347695,0.47569388176523053,10.269082189121786,-0.3690821891217855,8.460674065691478,1.4393259343085223,0.283048810701761,1.616951189298239
6,0.5282609722448753,5.488121781295541,6.326651280280936,1.7744099040357548,12.217146835654251,1.2461489317908794,22903.751928035388,3249727.043178266,9722.842243393216,0.2036378459298312,0.40326097224487534,1.4717390277551248,5.388121781295541,4.511878218704459,6.226651280280937,3.6733487197190637,1.6744099040357547,0.22559009596424517
7,0.940441686167353,1.16990382182117,8.87054893292152,0.9418397124291894,7.24045592882652,0.0013980262618363826,23199.31677177126,616948.283895321,6356.444467594086,0.20556886957557224,0.815441686167353,1.059558313832647,1.0699038218211698,8.830096178178831,8.770548932921521,1.1294510670784792,0.8418397124291894,1.0581602875708107
8,0.187678210374734,1.9603607172656234,5.078239159383362,1.8180771090106167,1000.0,1.6303988986358826,19250.40907512675,2925641.5979691097,-22807.067343715535,0.1797693392908281,0.062678210374734,1.812321789625266,1.8603607172656234,8.039639282734377,4.978239159383362,4.921760840616638,1.7180771090106166,0.1819228909893833
9,0.09909357882631327,3.1783029110561367,10.373152336765575,0.9806794865527222,1000.0,0.8815859077264089,25223.80627452522,769814.0059470038,-12853.876115749292,0.2187955343268981,-0.02590642117368673,1.9009064211736868,3.0783029110561366,6.821697088943863,10.273152336765575,-0.3731523367655747,0.8806794865527222,1.0193205134472778
10,0.7007762028953528,10.07522571909001,3.548123182952824,0.6268480532273226,1000.0,-0.07392814966803019,-33866.17059162337,82189.10420916983,11983.169836564732,-0.167258981198606,0.5757762028953528,1.2992237971046472,9.97522571909001,-0.0752257190900103,3.448123182952824,6.451876817047176,0.5268480532273226,1.3731519467726774
11,1.8235786403292065,4.963485785415741,2.3264535236048087,0.1444065312348356,1000.0,-1.6791721090943708,-614844.4088917203,-5265.957489178529,12017.495876706047,-3.9629834714259067,1.6985786403292065,0.17642135967079353,4.863485785415741,5.036514214584259,2.2264535236048086,7.673546476395192,0.044406531234835595,1.8555934687651643
12,0.5698352123641772,6.023586057285597,7.159636501347147,0.12608427603939093,1000.0,-0.4437509363247863,-47980.79534129526,-4715.988458818431,10535.246287190745,-0.2594745295631291,0.4448352123641772,1.4301647876358228,5.923586057285597,3.9764139427144034,7.059636501347147,2.840363498652853,0.026084276039390925,1.873915723960609
13,0.2407640426882886,9.675916337315975,4.42602901752617,0.08432138712431823,1000.0,-0.15644265556397036,-275115.5069307751,-5739.609279006419,8701.7416978746,-1.743421311947731,0.1157640426882886,1.7592359573117113,9.575916337315975,0.3240836626840249,4.32602901752617,5.57397098247383,-0.01567861287568177,1.9156786128756818
14,1.8306721457285196,7.963921038012518,2.2884455242056823,0.6972978462081592,1000.0,-1.1333742995203604,-108016.51449232412,75388.00674798944,12747.35516622985,-0.6517078946831842,1.7056721457285196,0.16932785427148045,7.863921038012518,2.0360789619874824,2.188445524205682,7.711554475794317,0.5972978462081592,1.3027021537918408
15,1.3122476314749445,1.9554442865853756,10.036125802662436,0.7102784642668475,1000.0,-0.601969167208097,22955.183320944867,283016.76137803996,10673.269624584313,0.20397386436350645,1.1872476314749445,0.6877523685250555,1.8554442865853755,8.044555713414624,9.936125802662437,-0.03612580266243626,0.6102784642668475,1.2897215357331526
16,1.348772268272706,9.718131321634923,5.503970694467335,2.074651750248261,1000.0,0.7258794819755552,21980.761981050713,4649166.5558145,12800.078731258642,0.19760764494286467,1.223772268272706,0.6512277317272941,9.618131321634923,0.28186867836507723,5.403970694467335,4.496029305532665,1.974651750248261,-0.0746517502482611
17,1.9038322007376478,5.921616920359548,8.418743167021653,1.6247587787850224,36.820585715770406,-0.2790734219526254,25623.29653236929,3080835.99017767,12806.167226445916,0.2214055373448127,1.7788322007376478,0.0961677992623522,5.821616920359548,4.078383079640452,8.318743167021653,1.5812568329783474,1.5247587787850223,0.3752412212149776
18,1.4731449309439115,3.74291406934342,8.974876616162616,0.23686220601975752,1000.0,-1.236282724924154,3583.3468967519293,3985.6465426736595,12059.22134970364,0.07741119972544594,1.3481449309439115,0.5268550690560885,3.64291406934342,6.257085930656579,8.874876616162616,1.0251233838373839,0.13686220601975752,1.7631377939802424
19,1.6300609297754243,1.694905853921785,6.527271208025048,1.6917240795360515,13.312969581671622,0.061663149760627256,23007.416043012392,2884860.0830341387,10200.439791568866,0.20431511814768094,1.5050609297754243,0.36993907022457573,1.5949058539217849,8.305094146078215,6.427271208025048,3.4727287919749523,1.5917240795360514,0.30827592046394847
20,0.947401468138278,9.884489128531655,0.4928675164527944,1.807059731997978,1000.0,0.8596582638597,-1118147.3724235338,315614.3220586377,12290.913071088979,-7.251229499833754,0.822401468138278,1.052598531861722,9.784489128531655,0.11551087146834504,0.3928675164527944,9.507132483547206,1.707059731997978,0.19294026800202202
21,0.06551831487032167,2.285919649887518,5.057823343473565,2.1083403437394534,1000.0,2.0428220288691317,20655.361521358274,4550577.791347837,-78128.16184331161,0.18894836193954073,-0.05948168512967833,1.9344816851296782,2.1859196498875177,7.714080350112482,4.9578233434735655,4.942176656526435,2.0083403437394534,-0.10834034373945345
22,1.293078100180127,7.499302426883218,7.364996141800111,0.5371580689369356,1000.0,-0.7559200312431914,12702.49817011716,95392.6119117001,12580.459160218034,0.13698965471143212,1.168078100180127,0.706921899819873,7.399302426883218,2.500697573116782,7.264996141800111,2.635003858199889,0.43715806893693565,1.4628419310630645
23,1.2937106685370792,3.474688169172025,0.5563010063022997,2.0548012691408255,1000.0,0.7610906006037463,-762576.1875007811,526742.6373724178,8972.451375229724,-4.928164425005105,1.1687106685370792,0.7062893314629208,3.3746881691720247,6.525311830827976,0.45630100630229975,9.4436989936977,1.9548012691408254,-0.054801269140825504
24,1.677836919908496,2.320900280325324,2.9320038440781295,0.9524814563523256,1000.0,-0.7253554635561703,-31552.392236900465,254603.02424495766,9783.557389063255,-0.1521422959477497,1.552836919908496,0.3221630800915041,2.2209002803253237,7.679099719674676,2.8320038440781294,7.06799615592187,0.8524814563523256,1.0475185436476744
25,1.9519853690149969,10.021816446733594,8.51534180820852,1.2738643201087356,1000.0,-0.6781210489062612,24543.63779261872,1493389.8938846474,13138.123257262634,0.21435176691177565,1.8269853690149969,0.04801463098500314,9.921816446733594,-0.02181644673359351,8.41534180820852,1.48465819179148,1.1738643201087355,0.7261356798912644
26,2.0284181715550638,9.391718160448747,1.3368682515334955,1.1069918887931494,1000.0,-0.9214262827619144,-224746.8828126428,189697.54622309454,12968.509092001825,-1.4143463010425998,1.9034181715550638,-0.028418171555063765,9.291718160448747,0.6082818395512533,1.2368682515334954,8.663131748466505,1.0069918887931493,0.8930081112068506
27,1.4379649888646504,3.620299142194367,5.447386152304382,1.3946112554741896,14.709753337862583,-0.04335373339046078,17821.29683091693,1396141.643409127,11440.354715331621,0.17043247262865727,1.3129649888646504,0.5620350111353496,3.520299142194367,6.3797008578056325,5.347386152304383,4.552613847695618,1.2946112554741895,0.6053887445258104
28,1.6573585763950047,2.952488822841839,3.106689237186686,0.01924956710805552,1000.0,-1.6381090092869492,-2682776.0549543444,-5997.732932790574,10655.46165619774,-17.473470225701718,1.5323585763950047,0.3426414236049953,2.852488822841839,7.047511177158161,3.006689237186686,6.893310762813314,-0.08075043289194449,1.9807504328919445
29,2.149490599764633,10.257707359543167,6.280211446682277,0.9198226303395433,1000.0,-1.22966796942509,16107.579701039149,444911.70691867144,13156.934268625087,0.15923618738012243,2.024490599764633,-0.1494905997646332,10.157707359543167,-0.2577073595431667,6.180211446682278,3.7197885533177226,0.8198226303395433,1.0801773696604569
